,0,1,2,3,4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,-0.08149439376893468,-0.044238648636591986,-0.0253322412761281,-0.044238648636591986,-0.08149439376893468
3,-0.6458387458376087,-0.34667751315582934,-0.19612035772008485,-0.34667751315582934,-0.6458387458376087
4,-0.27696115287653894,-0.11725116562082787,-0.047116796413878725,-0.11725116562082787,-0.27696115287653894
5,0.08308184347753142,0.07644207063446569,0.060705264301889494,0.07644207063446569,0.08308184347753142
6,-0.7685154994513451,-0.4016538086919472,-0.2236981611305888,-0.4016538086919472,-0.7685154994513451
7,-0.23767827462840563,-0.08001449512729128,-0.01863645717015281,-0.08001449512729128,-0.23767827462840563
8,-0.09153969036438045,-0.008726518030101119,0.015126031231588566,-0.008726518030101119,-0.09153969036438045
9,0.516199172077629,0.3123443510126979,0.1929279277582101,0.3123443510126979,0.516199172077629
10,1.102140804188571,0.5971849145057224,0.33570435970671925,0.5971849145057224,1.102140804188571
11,0.701868229395448,0.33381611423012014,0.1586544374849435,0.33381611423012014,0.701868229395448
12,0.14193708735977104,0.021881782988533407,-0.02095135601065519,0.021881782988533407,0.14193708735977104
13,0.38634102702004824,0.17244163363628162,0.07882846271863236,0.17244163363628162,0.38634102702004824
14,-0.47732615751367813,-0.30159048390381016,-0.1952933249654838,-0.30159048390381016,-0.47732615751367813
15,-0.7506025546252398,-0.4117473060610407,-0.23402357117652484,-0.4117473060610407,-0.7506025546252398
16,0.5165180381992794,0.30868946436659295,0.19673428738252066,0.30868946436659295,0.5165180381992794
17,0.16568740282990377,0.07712663432305555,0.03615011041310525,0.07712663432305555,0.16568740282990377
18,0.6152754379192898,0.3193930006912839,0.17500421425943374,0.3193930006912839,0.6152754379192898
19,0.29039191721339,0.1190283210055048,0.0461214853402669,0.1190283210055048,0.29039191721339
20,0.38843074553269896,0.17430461256370774,0.08089290312722841,0.17430461256370774,0.38843074553269896
21,1.130325778190465,0.5712343051770411,0.30550557119161603,0.5712343051770411,1.130325778190465
22,0.8465616265860458,0.3774916664310626,0.17123595193177849,0.3774916664310626,0.8465616265860458
23,0.4108431513567736,0.13218572078032964,0.028630152675883626,0.13218572078032964,0.4108431513567736
24,-0.32186023110835466,-0.2531317254770227,-0.1819905243357969,-0.2531317254770227,-0.32186023110835466
